data_source,timestamp,station_id,temperature,humidity,wind_speed,wind_deg,pressure,rainfall,pbl_height,temp_gradient,pm25,pm10,no2,so2,co,o3
DEMO_SYNTHETIC,2025-12-26 21:00,Anand_Vihar,16.24,83.66,0.9,285.3,1018.12,0.0,167.8,2.2,750.0,1000.0,73.81,21.42,7.57,20.56
DEMO_SYNTHETIC,2025-12-26 22:00,Anand_Vihar,13.35,87.4,0.77,314.6,1018.73,0.0,172.3,1.67,750.0,1000.0,58.3,24.66,7.72,18.85
DEMO_SYNTHETIC,2025-12-26 23:00,Anand_Vihar,14.98,89.3,1.29,299.4,1018.57,0.0,157.7,2.33,750.0,1000.0,31.8,15.34,7.79,18.43
DEMO_SYNTHETIC,2025-12-27 00:00,Anand_Vihar,14.0,88.21,1.01,302.5,1016.78,0.0,188.0,1.16,750.0,1000.0,52.36,19.6,7.98,17.23
DEMO_SYNTHETIC,2025-12-27 01:00,Anand_Vihar,12.7,94.74,0.83,303.8,1018.5,0.0,182.9,2.07,750.0,1000.0,50.27,23.82,7.91,18.18
DEMO_SYNTHETIC,2025-12-27 02:00,Anand_Vihar,12.82,97.79,1.11,274.4,1017.62,0.0,165.0,2.04,750.0,1000.0,34.0,17.25,7.94,16.93
DEMO_SYNTHETIC,2025-12-27 03:00,Anand_Vihar,13.54,92.06,1.1,325.8,1017.58,0.0,171.6,2.28,750.0,1000.0,43.26,19.1,7.7,20.07
DEMO_SYNTHETIC,2025-12-27 04:00,Anand_Vihar,13.02,94.5,1.24,299.8,1017.94,0.0,211.1,1.53,750.0,1000.0,37.98,15.04,7.89,23.64
DEMO_SYNTHETIC,2025-12-27 05:00,Anand_Vihar,15.17,92.31,0.61,305.3,1017.3,0.0,179.4,2.07,750.0,1000.0,76.37,35.82,8.02,19.72
DEMO_SYNTHETIC,2025-12-27 06:00,Anand_Vihar,15.2,79.68,1.16,307.8,1017.21,0.0,227.8,2.26,750.0,1000.0,45.23,14.25,7.79,16.06
DEMO_SYNTHETIC,2025-12-27 07:00,Anand_Vihar,17.04,81.12,1.25,294.8,1017.09,0.0,550.2,1.61,524.72,769.29,47.62,19.63,5.51,19.16
DEMO_SYNTHETIC,2025-12-27 08:00,Anand_Vihar,16.23,79.62,1.98,348.0,1018.58,0.0,585.5,-0.86,222.3,386.22,29.15,12.49,2.51,31.62
DEMO_SYNTHETIC,2025-12-27 09:00,Anand_Vihar,20.6,71.78,1.59,296.9,1018.49,0.0,637.1,-0.57,251.35,382.33,41.54,12.05,2.57,38.02
DEMO_SYNTHETIC,2025-12-27 10:00,Anand_Vihar,21.98,67.51,2.21,233.5,1017.95,0.0,713.5,-0.55,160.84,273.22,32.25,8.51,1.8,46.43
DEMO_SYNTHETIC,2025-12-27 11:00,Anand_Vihar,22.24,63.91,2.0,294.0,1017.51,0.0,823.4,-0.53,87.21,140.19,22.93,8.73,0.99,56.37
DEMO_SYNTHETIC,2025-12-27 12:00,Anand_Vihar,24.75,54.42,2.13,328.4,1018.11,0.0,828.6,-0.5,90.31,129.34,26.81,9.19,1.04,67.65
DEMO_SYNTHETIC,2025-12-27 13:00,Anand_Vihar,21.95,55.96,1.78,326.4,1016.03,0.0,788.6,-0.69,120.47,202.55,19.57,10.98,1.22,65.23
DEMO_SYNTHETIC,2025-12-27 14:00,Anand_Vihar,24.81,54.18,2.37,310.0,1018.58,0.0,836.9,-1.29,69.3,108.49,19.31,8.84,0.73,52.28
DEMO_SYNTHETIC,2025-12-27 15:00,Anand_Vihar,24.19,64.67,1.75,281.2,1018.09,0.0,795.0,-0.86,113.68,176.12,24.0,8.08,1.17,56.21
DEMO_SYNTHETIC,2025-12-27 16:00,Anand_Vihar,22.62,59.14,1.44,261.2,1017.8,0.0,754.9,-0.97,143.5,239.27,38.52,13.37,1.45,46.28
DEMO_SYNTHETIC,2025-12-27 17:00,Anand_Vihar,20.19,60.47,1.27,293.1,1017.97,0.0,667.7,-0.85,298.33,509.81,60.27,15.15,3.16,30.75
DEMO_SYNTHETIC,2025-12-27 18:00,Anand_Vihar,21.29,69.49,1.11,279.0,1019.59,0.0,655.5,-0.9,337.89,528.41,56.4,15.89,3.58,17.41
DEMO_SYNTHETIC,2025-12-27 19:00,Anand_Vihar,18.43,68.45,1.08,275.9,1019.5,0.0,535.2,-0.59,449.19,632.99,61.14,20.09,4.67,17.0
DEMO_SYNTHETIC,2025-12-27 20:00,Anand_Vihar,18.87,74.5,0.73,306.8,1016.88,0.0,154.8,-0.24,750.0,1000.0,101.32,25.32,7.76,24.62
DEMO_SYNTHETIC,2025-12-27 21:00,Anand_Vihar,17.35,75.0,1.35,307.3,1017.71,0.0,194.0,1.81,750.0,1000.0,55.41,12.63,7.81,13.96
DEMO_SYNTHETIC,2025-12-27 22:00,Anand_Vihar,18.23,87.22,0.76,318.6,1017.38,0.0,200.0,1.67,750.0,1000.0,63.77,24.4,7.8,23.91
DEMO_SYNTHETIC,2025-12-27 23:00,Anand_Vihar,14.82,91.38,1.2,292.2,1018.1,0.0,194.0,1.79,750.0,1000.0,36.66,15.67,7.74,22.4
DEMO_SYNTHETIC,2025-12-28 00:00,Anand_Vihar,13.73,91.27,1.06,292.3,1017.48,0.0,148.4,1.87,750.0,1000.0,46.2,15.77,7.89,9.6
DEMO_SYNTHETIC,2025-12-28 01:00,Anand_Vihar,11.9,96.75,0.87,286.3,1018.77,0.0,152.4,1.85,750.0,1000.0,50.13,24.97,7.95,22.37
DEMO_SYNTHETIC,2025-12-28 02:00,Anand_Vihar,11.97,98.0,0.7,295.6,1017.66,0.0,171.8,1.81,750.0,1000.0,60.0,31.16,7.89,25.25
DEMO_SYNTHETIC,2025-12-28 03:00,Anand_Vihar,14.44,98.0,0.62,305.7,1017.49,0.0,176.8,1.72,750.0,1000.0,83.64,33.78,7.75,8.09
DEMO_SYNTHETIC,2025-12-28 04:00,Anand_Vihar,11.98,94.72,0.92,277.3,1017.51,0.0,169.9,1.5,750.0,1000.0,54.03,23.48,7.92,16.38
DEMO_SYNTHETIC,2025-12-28 05:00,Anand_Vihar,15.08,92.06,0.84,276.9,1017.95,0.0,182.4,1.59,750.0,1000.0,53.51,25.73,7.67,17.44
DEMO_SYNTHETIC,2025-12-28 06:00,Anand_Vihar,12.5,85.56,1.54,298.2,1017.99,0.0,197.8,1.64,750.0,1000.0,28.91,12.22,7.79,21.15
DEMO_SYNTHETIC,2025-12-28 07:00,Anand_Vihar,16.47,76.56,1.54,328.3,1018.61,0.0,504.1,1.96,430.6,757.47,48.1,12.87,4.6,21.76
DEMO_SYNTHETIC,2025-12-28 08:00,Anand_Vihar,14.51,73.48,1.72,313.8,1017.77,0.0,594.2,-0.39,248.06,374.93,42.3,12.48,2.63,21.93
DEMO_SYNTHETIC,2025-12-28 09:00,Anand_Vihar,20.31,76.07,1.88,281.7,1017.4,0.0,700.8,-0.79,187.94,251.45,38.29,8.89,1.91,43.15
DEMO_SYNTHETIC,2025-12-28 10:00,Anand_Vihar,22.73,57.6,2.32,290.1,1017.57,0.0,754.6,-0.9,133.68,224.48,29.57,9.08,1.41,46.06
DEMO_SYNTHETIC,2025-12-28 11:00,Anand_Vihar,24.08,54.35,2.41,297.8,1018.11,0.0,778.2,-1.45,86.88,139.42,26.87,6.39,1.0,67.16
DEMO_SYNTHETIC,2025-12-28 12:00,Anand_Vihar,22.76,55.23,2.29,303.0,1017.69,0.0,842.8,-1.16,84.59,134.14,17.88,9.86,0.97,53.1
DEMO_SYNTHETIC,2025-12-28 13:00,Anand_Vihar,24.79,55.71,1.91,286.3,1016.97,0.0,850.8,-0.67,117.14,190.3,22.1,11.3,1.28,68.68
DEMO_SYNTHETIC,2025-12-28 14:00,Anand_Vihar,25.28,59.53,1.95,333.0,1018.63,0.0,819.1,-0.99,105.46,173.29,25.51,11.93,1.29,64.33
DEMO_SYNTHETIC,2025-12-28 15:00,Anand_Vihar,23.04,51.94,1.8,299.2,1019.16,0.0,768.2,-0.91,115.28,189.55,24.33,8.83,1.11,51.21
DEMO_SYNTHETIC,2025-12-28 16:00,Anand_Vihar,21.85,53.46,1.82,339.4,1017.98,0.0,771.8,-1.01,118.09,214.65,26.82,13.74,1.26,44.9
DEMO_SYNTHETIC,2025-12-28 17:00,Anand_Vihar,19.6,61.99,1.81,298.1,1017.16,0.0,732.5,-0.58,176.14,299.83,42.54,11.83,1.93,23.57
DEMO_SYNTHETIC,2025-12-28 18:00,Anand_Vihar,20.03,70.21,1.55,317.1,1019.84,0.0,614.4,-1.07,260.02,374.45,54.76,11.92,2.72,22.99
DEMO_SYNTHETIC,2025-12-28 19:00,Anand_Vihar,19.39,62.71,1.15,275.0,1016.57,0.0,491.3,-1.0,442.61,617.85,56.39,18.01,4.51,14.98
DEMO_SYNTHETIC,2025-12-28 20:00,Anand_Vihar,19.21,76.32,1.11,349.8,1018.4,0.0,173.4,-0.93,750.0,1000.0,69.65,18.36,7.91,19.58
DEMO_SYNTHETIC,2025-12-28 21:00,Anand_Vihar,16.58,80.2,1.3,276.8,1016.76,0.0,158.8,2.17,750.0,1000.0,52.84,20.62,7.88,26.23
DEMO_SYNTHETIC,2025-12-28 22:00,Anand_Vihar,16.07,86.26,1.09,328.1,1019.26,0.0,167.5,1.5,750.0,1000.0,41.1,22.38,7.72,13.34
DEMO_SYNTHETIC,2025-12-28 23:00,Anand_Vihar,13.15,85.67,0.91,347.1,1017.45,0.0,193.9,2.15,750.0,1000.0,50.25,20.28,7.71,17.79
DEMO_SYNTHETIC,2025-12-29 00:00,Anand_Vihar,13.96,89.16,1.22,273.9,1018.06,0.0,177.8,1.83,750.0,1000.0,35.17,15.84,7.76,22.78
DEMO_SYNTHETIC,2025-12-29 01:00,Anand_Vihar,12.52,97.8,1.28,301.8,1015.33,0.0,209.9,1.21,750.0,1000.0,29.77,13.55,7.8,20.16
DEMO_SYNTHETIC,2025-12-29 02:00,Anand_Vihar,13.68,92.95,1.33,300.1,1018.08,0.0,185.9,1.78,750.0,1000.0,37.89,16.81,7.94,17.83
DEMO_SYNTHETIC,2025-12-29 03:00,Anand_Vihar,11.39,98.0,1.25,299.2,1018.65,0.0,141.9,1.87,750.0,1000.0,39.07,16.4,7.96,21.81
DEMO_SYNTHETIC,2025-12-29 04:00,Anand_Vihar,13.62,91.15,1.36,341.2,1018.96,0.0,177.9,1.35,750.0,1000.0,40.47,12.21,7.89,17.1
DEMO_SYNTHETIC,2025-12-29 05:00,Anand_Vihar,13.58,94.62,1.36,343.1,1018.56,0.0,160.8,2.36,750.0,1000.0,40.28,14.95,7.89,21.99
DEMO_SYNTHETIC,2025-12-29 06:00,Anand_Vihar,15.43,82.25,1.01,277.2,1018.01,0.0,203.2,1.65,750.0,1000.0,51.21,23.13,7.87,15.71
DEMO_SYNTHETIC,2025-12-29 07:00,Anand_Vihar,14.37,80.96,1.8,287.6,1017.46,0.0,539.1,1.51,385.88,655.42,38.43,13.46,4.19,13.35
DEMO_SYNTHETIC,2025-12-29 08:00,Anand_Vihar,17.16,77.22,1.6,303.2,1018.85,0.0,638.6,-0.79,241.35,376.57,44.87,13.65,2.62,30.46
DEMO_SYNTHETIC,2025-12-29 09:00,Anand_Vihar,19.75,66.91,1.77,291.8,1017.68,0.0,670.2,-1.07,225.34,315.0,41.29,10.14,2.53,42.13
DEMO_SYNTHETIC,2025-12-29 10:00,Anand_Vihar,21.82,62.88,1.98,280.2,1018.17,0.0,734.0,-0.59,175.24,270.76,42.0,12.99,1.42,51.51
DEMO_SYNTHETIC,2025-12-29 11:00,Anand_Vihar,22.32,63.66,2.17,315.4,1017.69,0.0,753.0,-0.49,86.11,154.44,20.7,8.64,0.85,61.36
DEMO_SYNTHETIC,2025-12-29 12:00,Anand_Vihar,23.19,55.34,2.48,263.0,1018.45,0.0,827.3,-0.65,79.21,154.14,18.22,9.0,0.98,66.01
DEMO_SYNTHETIC,2025-12-29 13:00,Anand_Vihar,22.5,53.17,2.44,308.4,1018.91,0.0,872.2,-0.95,91.75,131.76,11.06,8.47,0.93,56.47
DEMO_SYNTHETIC,2025-12-29 14:00,Anand_Vihar,21.53,51.16,1.63,280.4,1018.05,0.0,812.6,-0.39,112.55,174.81,31.89,11.01,1.21,51.51
DEMO_SYNTHETIC,2025-12-29 15:00,Anand_Vihar,23.02,52.54,1.65,310.0,1019.74,0.0,786.9,-0.7,117.95,185.34,22.81,13.01,1.4,55.8
DEMO_SYNTHETIC,2025-12-29 16:00,Anand_Vihar,21.51,55.53,1.84,282.2,1018.15,0.0,793.0,-0.82,105.98,160.78,15.04,10.08,1.15,47.62
DEMO_SYNTHETIC,2025-12-29 17:00,Anand_Vihar,21.3,62.52,1.69,287.1,1017.97,0.0,681.5,-0.93,220.13,348.72,39.28,13.46,2.11,34.67
DEMO_SYNTHETIC,2025-12-29 18:00,Anand_Vihar,19.92,65.46,1.47,342.5,1017.83,0.0,586.8,-0.83,279.35,491.26,50.19,15.86,3.03,13.75
DEMO_SYNTHETIC,2025-12-29 19:00,Anand_Vihar,15.92,77.73,1.21,291.0,1018.73,0.0,464.9,-0.9,461.23,810.12,53.64,17.74,4.8,13.69
DEMO_SYNTHETIC,2025-12-29 20:00,Anand_Vihar,16.74,68.94,0.75,258.4,1017.35,0.0,243.3,-0.81,750.0,1000.0,95.78,27.84,7.88,18.73
DEMO_SYNTHETIC,2025-12-29 21:00,Anand_Vihar,14.45,80.58,1.21,308.8,1018.64,0.0,166.9,1.46,750.0,1000.0,57.14,14.63,7.96,20.31
DEMO_SYNTHETIC,2025-12-29 22:00,Anand_Vihar,15.11,88.94,0.98,305.2,1018.93,0.0,130.4,1.49,750.0,1000.0,43.16,17.81,7.96,18.72
DEMO_SYNTHETIC,2025-12-29 23:00,Anand_Vihar,14.37,90.65,1.29,297.9,1018.1,0.0,142.2,1.36,750.0,1000.0,29.13,13.63,7.99,15.82
DEMO_SYNTHETIC,2025-12-30 00:00,Anand_Vihar,13.22,92.58,1.27,259.4,1017.93,0.0,173.1,2.32,750.0,1000.0,36.49,16.93,7.78,15.2
DEMO_SYNTHETIC,2025-12-30 01:00,Anand_Vihar,13.39,97.93,1.08,336.4,1019.28,0.0,179.1,2.02,750.0,1000.0,35.93,20.22,7.84,10.3
DEMO_SYNTHETIC,2025-12-30 02:00,Anand_Vihar,11.93,94.29,0.7,300.6,1016.57,0.0,174.7,1.81,750.0,1000.0,75.61,29.85,7.98,20.42
DEMO_SYNTHETIC,2025-12-30 03:00,Anand_Vihar,13.88,96.33,0.96,328.0,1017.64,0.0,183.3,1.47,750.0,1000.0,56.07,21.46,7.82,14.93
DEMO_SYNTHETIC,2025-12-30 04:00,Anand_Vihar,12.38,90.32,0.99,303.2,1019.01,0.0,183.1,1.66,750.0,1000.0,43.05,21.3,7.74,26.64
DEMO_SYNTHETIC,2025-12-30 05:00,Anand_Vihar,12.49,89.87,0.97,309.9,1018.11,0.0,163.0,1.79,750.0,1000.0,50.2,23.84,7.99,17.46
DEMO_SYNTHETIC,2025-12-30 06:00,Anand_Vihar,13.09,86.14,1.07,332.6,1019.31,0.0,209.4,1.77,750.0,1000.0,44.21,16.94,8.04,17.84
DEMO_SYNTHETIC,2025-12-30 07:00,Anand_Vihar,15.85,76.12,1.82,314.0,1018.76,0.0,490.6,1.84,389.63,610.55,31.83,9.18,4.32,19.1
DEMO_SYNTHETIC,2025-12-30 08:00,Anand_Vihar,17.51,77.78,1.59,329.2,1017.87,0.0,610.6,-1.02,267.0,401.49,46.07,12.59,2.58,29.88
DEMO_SYNTHETIC,2025-12-30 09:00,Anand_Vihar,20.01,69.49,2.04,273.3,1018.6,0.0,650.9,-1.01,187.73,289.81,37.7,12.31,1.87,44.2
DEMO_SYNTHETIC,2025-12-30 10:00,Anand_Vihar,21.82,64.98,1.61,283.5,1018.63,0.0,797.5,-0.75,206.75,352.99,42.85,9.31,2.19,51.15
DEMO_SYNTHETIC,2025-12-30 11:00,Anand_Vihar,23.04,61.92,2.35,322.8,1018.15,0.0,837.3,-0.97,79.08,119.87,21.92,8.28,0.83,62.27
DEMO_SYNTHETIC,2025-12-30 12:00,Anand_Vihar,25.29,58.74,2.07,315.0,1017.4,0.0,855.2,-0.95,80.75,137.38,18.86,7.93,0.87,67.58
DEMO_SYNTHETIC,2025-12-30 13:00,Anand_Vihar,23.25,54.59,1.72,284.6,1016.89,0.0,833.0,-1.19,105.89,184.3,21.0,11.03,1.02,58.59
DEMO_SYNTHETIC,2025-12-30 14:00,Anand_Vihar,26.33,53.42,1.96,340.8,1019.29,0.0,820.4,-0.76,89.88,140.66,25.52,8.38,1.0,61.59
DEMO_SYNTHETIC,2025-12-30 15:00,Anand_Vihar,23.6,56.64,2.21,311.3,1017.91,0.0,816.3,-0.93,84.95,114.82,22.09,6.97,1.03,52.67
DEMO_SYNTHETIC,2025-12-30 16:00,Anand_Vihar,23.35,57.52,1.34,304.1,1017.72,0.0,750.6,-0.37,135.44,218.37,40.31,16.03,1.32,46.82
DEMO_SYNTHETIC,2025-12-30 17:00,Anand_Vihar,20.91,61.8,1.2,317.1,1018.81,0.0,663.1,-0.89,308.69,479.45,58.03,17.33,3.33,30.78
DEMO_SYNTHETIC,2025-12-30 18:00,Anand_Vihar,19.28,69.73,1.69,302.5,1016.91,0.0,582.9,-0.96,253.78,368.47,46.43,8.33,2.72,23.84
DEMO_SYNTHETIC,2025-12-30 19:00,Anand_Vihar,20.69,77.96,1.28,294.6,1017.93,0.0,459.5,-0.94,450.73,697.57,58.77,19.39,4.69,15.45
DEMO_SYNTHETIC,2025-12-30 20:00,Anand_Vihar,18.55,78.34,0.96,291.5,1017.89,0.0,165.9,-0.55,750.0,1000.0,69.67,21.68,7.78,19.59
DEMO_SYNTHETIC,2025-12-30 21:00,Anand_Vihar,17.93,73.2,0.64,288.6,1017.29,0.0,172.7,1.9,750.0,1000.0,104.69,32.66,7.88,24.23
DEMO_SYNTHETIC,2025-12-30 22:00,Anand_Vihar,15.27,82.46,1.06,289.7,1016.96,0.0,221.9,1.98,750.0,1000.0,43.54,19.01,7.79,14.37
DEMO_SYNTHETIC,2025-12-30 23:00,Anand_Vihar,13.71,85.37,0.68,296.7,1016.6,0.0,204.9,1.71,750.0,1000.0,66.53,25.77,7.86,22.17
DEMO_SYNTHETIC,2025-12-31 00:00,Anand_Vihar,11.38,94.94,1.0,297.4,1017.84,0.0,241.8,1.65,750.0,1000.0,44.85,20.35,8.03,14.0
DEMO_SYNTHETIC,2025-12-31 01:00,Anand_Vihar,13.15,91.21,0.97,289.0,1018.57,0.0,167.5,2.09,750.0,1000.0,40.57,19.95,7.81,20.21
DEMO_SYNTHETIC,2025-12-31 02:00,Anand_Vihar,11.61,98.0,0.75,265.7,1017.62,0.0,193.2,1.69,750.0,1000.0,65.8,25.05,7.74,13.66
DEMO_SYNTHETIC,2025-12-31 03:00,Anand_Vihar,12.66,98.0,1.18,285.0,1019.65,0.0,152.1,1.97,750.0,1000.0,39.02,21.04,7.81,20.62
DEMO_SYNTHETIC,2025-12-31 04:00,Anand_Vihar,11.85,93.44,0.69,259.0,1018.99,0.0,215.4,2.25,750.0,1000.0,66.84,27.41,7.84,11.58
DEMO_SYNTHETIC,2025-12-31 05:00,Anand_Vihar,12.63,87.79,1.37,298.8,1019.04,0.0,207.1,1.77,750.0,1000.0,34.66,13.66,7.88,19.27
DEMO_SYNTHETIC,2025-12-31 06:00,Anand_Vihar,16.49,87.75,1.08,276.6,1016.6,0.0,168.7,1.99,750.0,1000.0,37.36,18.61,8.03,18.91
DEMO_SYNTHETIC,2025-12-31 07:00,Anand_Vihar,17.15,78.64,1.37,296.2,1016.9,0.0,509.9,1.65,492.7,715.66,55.34,13.49,5.08,18.65
DEMO_SYNTHETIC,2025-12-31 08:00,Anand_Vihar,17.74,73.36,2.07,346.4,1019.53,0.0,604.3,-0.75,195.54,312.46,26.53,9.44,2.0,25.82
DEMO_SYNTHETIC,2025-12-31 09:00,Anand_Vihar,18.59,66.86,1.83,251.1,1018.08,0.0,718.5,-0.72,177.76,252.2,40.24,13.81,1.87,33.24
DEMO_SYNTHETIC,2025-12-31 10:00,Anand_Vihar,19.94,62.03,2.26,277.8,1016.28,0.0,756.5,-1.04,133.96,244.33,31.06,10.23,1.42,35.68
DEMO_SYNTHETIC,2025-12-31 11:00,Anand_Vihar,23.34,65.12,1.85,319.3,1016.93,0.0,829.1,-1.22,104.82,159.75,23.14,11.33,0.92,58.35
DEMO_SYNTHETIC,2025-12-31 12:00,Anand_Vihar,24.45,55.21,1.7,318.6,1018.48,0.0,801.5,-0.46,122.15,207.99,29.35,11.62,1.37,68.11
DEMO_SYNTHETIC,2025-12-31 13:00,Anand_Vihar,23.71,56.4,2.02,315.5,1018.88,0.0,808.1,-1.19,98.69,158.2,21.0,6.14,1.11,62.09
DEMO_SYNTHETIC,2025-12-31 14:00,Anand_Vihar,24.18,53.9,1.9,2.9,1017.75,0.0,870.4,-0.54,102.13,170.6,25.36,10.09,1.06,63.02
DEMO_SYNTHETIC,2025-12-31 15:00,Anand_Vihar,23.49,54.44,2.0,312.6,1017.53,0.0,801.1,-1.04,101.78,148.77,22.33,7.83,1.0,49.16
DEMO_SYNTHETIC,2025-12-31 16:00,Anand_Vihar,23.49,59.17,2.08,295.0,1018.22,0.0,764.6,-0.77,101.51,160.95,16.19,10.99,1.12,44.27
DEMO_SYNTHETIC,2025-12-31 17:00,Anand_Vihar,23.17,59.57,1.42,302.3,1016.44,0.0,680.8,-0.54,266.14,460.72,44.51,15.56,2.79,27.36
DEMO_SYNTHETIC,2025-12-31 18:00,Anand_Vihar,21.97,66.6,1.04,260.3,1017.68,0.0,620.4,-1.3,391.33,570.95,68.36,20.19,4.08,19.32
DEMO_SYNTHETIC,2025-12-31 19:00,Anand_Vihar,19.13,74.31,0.74,319.4,1018.62,2.0,502.6,-0.68,232.25,316.14,95.62,29.89,2.45,20.46
DEMO_SYNTHETIC,2025-12-31 20:00,Anand_Vihar,17.06,75.15,0.72,332.1,1017.72,0.0,123.4,-0.47,750.0,1000.0,95.26,28.22,7.96,22.09
DEMO_SYNTHETIC,2025-12-31 21:00,Anand_Vihar,16.22,83.64,0.65,272.0,1017.9,0.0,176.7,1.66,750.0,1000.0,105.52,30.96,7.86,22.1
DEMO_SYNTHETIC,2025-12-31 22:00,Anand_Vihar,16.38,80.2,1.25,318.1,1019.16,0.0,202.4,1.52,750.0,1000.0,32.53,19.21,8.08,22.47
DEMO_SYNTHETIC,2025-12-31 23:00,Anand_Vihar,14.54,91.21,0.82,273.8,1018.09,0.0,168.1,2.05,750.0,1000.0,59.04,27.39,7.85,21.68
DEMO_SYNTHETIC,2026-01-01 00:00,Anand_Vihar,12.55,89.04,1.08,301.7,1017.62,0.0,182.2,2.1,750.0,1000.0,38.19,13.27,7.76,20.25
DEMO_SYNTHETIC,2026-01-01 01:00,Anand_Vihar,11.89,92.31,1.22,285.3,1017.69,0.0,204.9,2.27,750.0,1000.0,40.42,10.52,7.92,18.64
DEMO_SYNTHETIC,2026-01-01 02:00,Anand_Vihar,9.74,96.42,0.85,352.0,1018.93,0.0,175.3,2.09,750.0,1000.0,52.55,24.77,7.78,18.5
DEMO_SYNTHETIC,2026-01-01 03:00,Anand_Vihar,11.93,98.0,1.0,256.3,1017.56,0.0,198.5,1.76,750.0,1000.0,45.34,20.01,7.77,22.33
DEMO_SYNTHETIC,2026-01-01 04:00,Anand_Vihar,13.67,89.31,1.14,317.4,1017.98,0.0,164.8,1.71,750.0,1000.0,39.67,17.16,7.72,20.56
DEMO_SYNTHETIC,2026-01-01 05:00,Anand_Vihar,12.97,86.13,1.1,311.3,1017.42,0.0,208.0,1.64,750.0,1000.0,45.17,17.49,7.73,18.08
DEMO_SYNTHETIC,2026-01-01 06:00,Anand_Vihar,13.19,87.77,1.02,295.8,1017.78,0.0,183.6,1.84,750.0,1000.0,48.05,20.2,7.93,20.63
DEMO_SYNTHETIC,2026-01-01 07:00,Anand_Vihar,17.7,82.77,1.9,283.3,1018.98,0.0,518.3,1.79,372.99,633.19,36.3,11.14,3.86,28.5
DEMO_SYNTHETIC,2026-01-01 08:00,Anand_Vihar,17.3,79.61,1.87,277.2,1017.82,0.0,652.0,-0.68,218.83,342.58,36.62,8.55,2.27,34.59
DEMO_SYNTHETIC,2026-01-01 09:00,Anand_Vihar,20.79,71.17,2.14,297.5,1016.36,0.0,633.2,-1.11,186.5,284.67,27.56,8.16,1.87,43.46
DEMO_SYNTHETIC,2026-01-01 10:00,Anand_Vihar,22.58,64.39,2.33,286.8,1019.33,0.0,770.5,-0.69,137.7,232.07,31.14,8.93,1.45,55.36
DEMO_SYNTHETIC,2026-01-01 11:00,Anand_Vihar,21.11,69.83,2.44,300.3,1018.01,0.0,845.7,-1.04,79.28,131.27,17.02,11.32,0.82,58.9
DEMO_SYNTHETIC,2026-01-01 12:00,Anand_Vihar,22.36,50.59,2.35,294.3,1018.54,0.0,832.7,-0.36,75.51,95.71,19.6,8.6,0.92,62.13
DEMO_SYNTHETIC,2026-01-01 13:00,Anand_Vihar,22.74,59.89,2.14,264.6,1018.94,0.0,838.8,-1.2,87.46,130.77,16.96,9.97,0.84,60.6
DEMO_SYNTHETIC,2026-01-01 14:00,Anand_Vihar,21.38,61.78,1.85,300.5,1019.02,0.0,838.2,-1.18,83.92,127.78,22.82,10.22,0.95,57.36
DEMO_SYNTHETIC,2026-01-01 15:00,Anand_Vihar,24.3,53.07,1.82,319.4,1017.64,0.0,769.4,-0.17,117.32,173.83,25.71,9.43,1.28,55.32
DEMO_SYNTHETIC,2026-01-01 16:00,Anand_Vihar,22.83,53.45,1.76,353.6,1017.29,0.0,730.8,-0.56,129.65,190.41,23.19,9.51,1.49,44.22
DEMO_SYNTHETIC,2026-01-01 17:00,Anand_Vihar,20.85,59.27,1.54,250.5,1017.81,0.0,648.5,-1.18,254.13,378.31,39.87,12.23,2.49,26.41
DEMO_SYNTHETIC,2026-01-01 18:00,Anand_Vihar,23.1,66.04,1.28,290.8,1016.88,0.0,620.3,-0.9,318.29,544.19,58.83,14.58,3.26,14.76
DEMO_SYNTHETIC,2026-01-01 19:00,Anand_Vihar,18.76,70.83,0.89,320.0,1017.62,0.0,492.9,-0.7,573.94,950.55,79.49,23.75,5.92,18.08
DEMO_SYNTHETIC,2026-01-01 20:00,Anand_Vihar,19.26,73.85,0.71,306.1,1018.48,0.0,150.7,-0.75,750.0,1000.0,98.75,29.65,7.75,18.35
DEMO_SYNTHETIC,2026-01-01 21:00,Anand_Vihar,16.95,85.93,0.95,315.0,1018.18,0.0,171.7,2.16,750.0,1000.0,69.09,19.07,7.96,19.33
DEMO_SYNTHETIC,2026-01-01 22:00,Anand_Vihar,14.4,81.4,0.74,293.6,1018.36,0.0,183.2,2.08,750.0,1000.0,58.97,29.29,7.81,16.76
DEMO_SYNTHETIC,2026-01-01 23:00,Anand_Vihar,11.88,90.43,0.72,281.5,1017.35,0.0,162.7,1.74,750.0,1000.0,63.21,30.49,8.1,28.12
DEMO_SYNTHETIC,2026-01-02 00:00,Anand_Vihar,11.38,88.18,1.11,302.6,1017.57,0.0,149.9,1.62,750.0,1000.0,30.91,18.29,7.97,15.88
DEMO_SYNTHETIC,2026-01-02 01:00,Anand_Vihar,12.63,93.43,1.03,322.1,1018.16,0.0,158.3,2.19,750.0,1000.0,39.16,22.27,7.82,17.57
DEMO_SYNTHETIC,2026-01-02 02:00,Anand_Vihar,13.23,95.77,0.94,314.1,1018.45,0.0,222.3,1.57,750.0,1000.0,47.3,19.13,8.15,19.81
DEMO_SYNTHETIC,2026-01-02 03:00,Anand_Vihar,12.72,92.23,0.9,295.2,1018.58,0.0,190.1,2.26,750.0,1000.0,49.89,22.16,7.97,18.02
